name,brand,category,price,ingredients,store,url,type
Essential Balm,Kari Gran,moisturizers,60.0,"Camellia Oleifera Oil, Rosa Canina Fruit Oil, Helianthus Annuus Oil, Simmondsia Chinensis Oil, Beeswax, Persea Gratissima Oil, Prunus Amygdalus Dulcis Oil, Olea Europaea Oil, Calendula Officinalis Extract, Arnica Montana Extract, Hippophae Rhamnoides Extract, Lavandula Hybrida Oil, Wildharvested Boswellia Sacra Oil, Rosa Damascena Oil, Jasminum Sambac Oil, Cananga Odorata Oil, Tocopherol",Follain,https://follain.com//collections/skincare-moisturizers/products/kari-gran-essential-balm,clean
Lapis Face Oil,Herbivore Botanicals,moisturizers,72.0,"Olive Squalane Oil, Simmondsia Chinensis Oil, Capric Triglycerides, Aleurites Moluccana Nut Oil, Tocopherol, Tanacetum annuum Leaf Oil, Jasminum Sambac Absolute, Rosa Damascena Absolute",Follain,https://follain.com//collections/skincare-moisturizers/products/lapis-face-oil,clean
Italian Red Mandarin & Rose Facial Cream,Pangea Organics,moisturizers,40.0,"Aloe Barbadensis Leaf Juice, Purified Water, Prunus Amygdalus Dulcis Oil, Caprylic, Potato Starch Modified, Myristic Acid, Glyceryl Stearate SE, Stearic Acid, Glycerin, Cetearyl Wheat, Straw Glycosides, Cetearyl Alcohol, Saccharide Isomerate, Avena Sativa Bran Extract, Citrus Aurantium Dulcis Peel Extract, Gluconolactone, Sodium Benzoate, Oenothera Biennis Oil, Butyrospermum Parkii Butter, Helianthus Annuus Oil, Ethyl Ascorbic Acid, Rosa Damascena Flower Oil, Citrus Nobilis Peel Oil, Citrus Aurantium Dulcis Peel Oil, Cymbopogon Martini Oil, Vitis Vinifera Seed Oil, Sodium Hyaluronate, Phytic Acid, Argania Spinosa Kernel Oil, Viola Odorata Leaf Extract, Calendula Officinalis Flower Extract, Foeniculum Vulgare Seed Extract, Equisetum Arvense Leaf Extract, Althaea Officinalis Root Extract, Trifolium Pratense Flower Extract, Ascorbic Acid",Follain,https://follain.com//collections/skincare-moisturizers/products/pangea-italian-red-mandarin-rose-facial-cream,clean
"Nigerian Ginger, Lavender, & Thyme Facial Cream",Pangea Organics,moisturizers,40.0,"Aloe Barbadensis Leaf Juice, Purified Water, Glyceryl Stearate SE, Prunus Amygdalus Dulcis Oil, Vitis Vinifera Leaf Extract, Caprylic, Glycerin, Avena Sativa Bran Extract, Citrus Aurantium Dulcis Peel Extract, Gluconolactone, Sodium Benzoate, Butyrospermum Parkii Butter, Saccharide Isomerate, Ethyl Ascorbic Acid, Hydroxyethylcellulose, Oenothera Biennis Oil, Cucurbita Pepo Seed Oil, Helianthus Annuus Oil, Tocopheryl Acetate, Lecithin, Argania Spinosa Kernel Oil, Lavandula Angustifolia Oil, Thymus Vulgaris Oil, Zingiber Officinalis Root Oil, Phytic Acid, Sodium Hyaluronate, Xanthan Gum, Potassium Sorbate, Viola Odorata Leaf Extract, Calendula Officinalis Flower Extract, Sambucus Nigra Flower Extract, Lavandula Angustifolia Flower, Melissa Officinalis Leaf Extract, Glycyrrhiza Glabra Root Extract, Trifolium Pratense Flower Extract",Follain,https://follain.com//collections/skincare-moisturizers/products/pangea-nigerian-ginger-lavender-thyme-facial-cream,clean
Retinoic Nutrient Face Oil,Tata Harper,moisturizers,132.0,"Rosa Rubiginosa Seed Oil, Olea Europaea Oil, Simmondsia Chinensis Seed Oil, Prunus Armeniaca Kernel Oil, Aroma, Sambucus Nigra Fruit Extract, Borago Officinalis Leaf Extract, Calendula Officinalis Flower Extract, Medicago Sativa Extract, Arnica Montana Extract, Tilia Europaea Leaf & Flower Extract, Benzyl Alcohol, Citral, Citronellol, Eugenol, Farnesol, Geraniol, Limonene, Linaloolne, Linalool",Follain,https://follain.com//collections/skincare-moisturizers/products/retinoic-nutrient-face-oil,clean
Creme Riche,Tata Harper,moisturizers,195.0,"Hordeum Vulgare Leaf Juice, Cetyl Alcohol, Glycerin, Lactobacillus, Shea Butter Ethyl Esters, Cetearyl Alcohol, Jojoba Esters, Glyceryl Stearate, Simmondsia Chinensis Seed, Linoleic Acid, Water, Astrocaryum Murumuru Seed Butter, Candelilla Cera, Glyceryl Undecylenate, Propanediol, Cetearyl Glucoside, Beta Vulgaris, Hydrolyzed Avocado Protein, Calcium Ketogluconate, Caesalpinia Spinosa fruit extract, Kappaphycus Alvarezii Extract, Linolenic Acid, Acer Rubrum Bark Extract, Cassia Alata Leaf Extract, Lavandula Stoechas Extract, Dunaliella Salince Extract, Hyaluronic Acid, Sodium Hyaluronate, Salix Alba Bark Extract, Camellia Oleifera Seed Oil, Camellia Sinensis Seed Oil, Olea Europaea Oil, Carthamus Tinctorius Oleosomes, Jania Rubens Extract, Arnica Montana Extract, Spiraea Ulmaria Extract, Borago Officinalis Leaf Extract, Medicago Sativa Extract, Spiraea Ulmaria Extract, Calendula Officinalis Flower Extract, Sambucus Nigra Fruit Extract, Tocopherol, Squalane Oil, Caprylic, Saccharide Isomerate, Acacia Senegal Gum, Glyceryl Caprylate, Xanthan Gum, Hydrolyzed Corn Starch, Maltodextrin, Aroma, Citric Acid, Sodium Citrate, Citral, Citronellol, Eugenol, Geraniol, Limonene, Linalool",Follain,https://follain.com//collections/skincare-moisturizers/products/creme-riche,clean
Spontaneous Recovery Creme,Tammy Fender,moisturizers,165.0,"Helichrysum Italicum Flower Water, Calendula Officinalis Flower Water, Lavandula Officinalis Water, Olea Europaea Fruit Oil, Helianthus Annuus Seed Oil, Stearyl Olivate, Octyl Dodecanol, Cetearyl Alcohol, Cetearyl Glucoside, Persea Gratissima Oil, Beeswax, Silybum Marianum Ethyl Ester, Glycerin, Behenyl Olivate, Cetyl Alcohol, Sclerotium Gum, Cetyl Phosphate, Stearyl Alcohol, Helichrysum Italicum Oil, Lavandula Officinalis Oil, Anthemis Nobilis Flower Oil, Prunus Armeniaca Kernel Oil, Sambucus Nigra Flower Extract, Lilium Candidum Flower Extract, Iris Florentina Root Extract, Vitis Vinifera Leaf Extract, Nucifera Nelumbo Leaf Wax, Glycolipids, Chamomilla Recutita Flower Extract, Decyl Glucoside, Mauritia Flexuosa Fruit Oil, Leuconostoc, Lactobacillus, Cocos Nucifera Fruit Extract",Follain,https://follain.com//collections/skincare-moisturizers/products/tammy-fender-spontaneous-recovery-creme,clean
Carrot Seed Soothing Facial Oil,Naturopathica,moisturizers,64.0,"Helianthus Annuus Seed Oil, Oenothera Biennis Seed Oil, Daucus Carota Seed Oil, Simmondsia Chinensis Seed, Daucus Carota Root Extract, Rosa Damascena Flower Oil, Cananga Odorata Flower Oil, Lavandula Angustifolia Flower Oil, Rosmarinus Officinalis Leaf Extract",Follain,https://follain.com//collections/skincare-moisturizers/products/carrot-seed-soothing-facial-oil,clean
Quench My Thirst Moisturizer,27 Rosiers,moisturizers,52.0,"Water, Caprylic, Glycerin, Betaine, C12-16 Alcohols, Arachidyl Alcohol, Orobanche Rapum Extract, Withania Somnifera Root Extract, Aloe Barbadensis Leaf Juice, Calendula Flower Extract, Chamomilla Recutita Flower Extract, Oryza Sativa Bran Extract, Rosmarinus Officinalis Leaf Extract, Helianthus Annuus Extract, Fructose, Saccharide Isomerate, Xanthan Gum, Sodium Hyaluronate, Trehalose, Tocopherol, Palmitic Acid, Arachidyl Glucoside, Caprylyl Glycol, Hydrogenated Lecithin, Propanediol, Behenyl Alcohol, Pentylene Glycol, Acrylates, Potassium Hydroxide, Ethylhexylglycerin, Citric Acid, Potassium Sorbate, Sodium Benzoate, Fragrance",Follain,https://follain.com//collections/skincare-moisturizers/products/27-rosiers-quench-my-thirst-moisturizer,clean
Hyaluronic Gel Moisturizer,Tata Harper,moisturizers,116.0,"Hordeum Vulgare Leaf Juice, Glycerin, Propanediol, Water, Cocos Nucifera Oil, Shea Butter Ethyl Esters, Fructooligosaccharides, Polyglyceryl-2 Stearate, Lavandula Angustifolia Flower, Rosa Damascena Flower Water, Salvia Hispanica Seed Extract, Hyaluronic Acid, Sodium Hyaluronate, Musa Sapientum Flower Extract, Salicornia Herbacea Extract, Biosaccharide gum-1, Saccharide Isomerate, Carthamus Tinctorius Oleosomes, Camellia Oleifera Seed Oil, Tremella Fuciformis Sporocarp Extract, Anigozanthos Flavidus Extract, Banksia Serrata Flower Extract, Grevillea Speciosa Flower Extract, Arnica Montana Extract, Borago Officinalis Leaf Extract, Calendula Officinalis Flower Extract, Medicago Sativa Extract, Spiraea Ulmaria Extract, Magnolia Officinalis Bark Extract, Beta Vulgaris, Squalane, Jojoba Esters, Sambucus Nigra Fruit Extract, Tocopherol, Myrica Cerifera Fruit Wax, Olea Europaea Oil, Helianthus Annuus Seed Oil, Glyceryl Caprylate, Glyceryl Stearate, Glyceryl Undecylenate, Stearyl Alcohol, Lysolecithin, Sodium Levulinate, Caprylic, Sodium Anisate, Xanthan Gum, Sclerotium Gum, Pullulan, Sodium Phytate, Phenethyl Alcohol, Sodium Citrate, Citric Acid, Silica, Alcohol, Aroma, Linalool, Citronellol, Citral, Benzyl Benzoate, Benzyl Alcohol, Geraniol, Limonene, Eugenol, Vinegar",Follain,https://follain.com//collections/skincare-moisturizers/products/tata-harper-hyaluronic-gel-moisturizer,clean
Pure Organic Barbary Fig Seed Oil,La Bella Figura,moisturizers,90.0,Opuntia Ficus Indica Oil,Follain,https://follain.com//collections/skincare-moisturizers/products/la-bella-figura-pure-organic-barbary-fig-seed-oil,clean
Avocado & Jojoba Hydrating Day Cream,Pai,moisturizers,55.0,"Simmondsia Chinensis Seed Oil - Jojoba Oil, Persea Gratissima Oil, Carthamus Tinctorius Seed Oil, Cetearyl Glucoside, Glycerin - Organic Derived Vegetable Glycerine, Borago Officinalis Seed Oil, Butyrospermum Parkii Butter, Pelargonium Graveolens Oil, Litsea Cubeba Fruit Oil, Jasminum Grandiflorum Flower Extract, Tocopherol - Natural Vitamin E, Helianthus Annuus Seed Oil, Sodium Levulinate - Naturally Derived Preservative, Sodium Anisate - Naturally derived Preservative, Glyceryl Stearate Citrate, Sodium Lauroyl Lactylate - Naturally Derived Preservative, Lactic Acid - Ph Regulator, Citral, Citronellol, Geraniol, Limonene, Linalool",Follain,https://follain.com//collections/skincare-moisturizers/products/avocado-jojoba-hydrating-day-cream,clean
Crema Supernova Day Cream,La Bella Figura,moisturizers,85.0,"Aloe Barbadensis Leaf Juice, Rosa Damascena Flower Distillate, Calendula Officinalis Distillate, theobroma grandiflorum butter, Cetearyl Olivate Sorbitan Olivate, Cetyl Esters, Plukenetia Volubilis Seed Oil, Passiflora Incarnata Seed Oil, Terminalia Ferdinandiana Cell Extract, Sodium Hyaluronate, Leuconostoc Ferment Filtrate Extract, Opuntia Ficus Seed Oil, Carapa Guianensis Fruit Extract, Glycrrhiza Glabra Extract, Opuntia Ficus-Indica Extract, Lactobacillus, Superoxide Dismutase, Helichrysum Italicum Oil, Arnica Montana Flower Oil CO2, Hippophae Rhamnoides Oil CO2, Olea Europea Oil, Rosa Damascena Flower Oil, Tanacetum Annuum Flower Oil, Xanthan Gum, Vegetable Glycerin",Follain,https://follain.com//collections/skincare-moisturizers/products/crema-supernova-day-cream,clean
Beauty Oil,RMS Beauty,moisturizers,78.0,"Jojoba Oil, Rose Hip Seed Oil, St. Johns Wort Extract, Horsetail, Calendula Extract, Country Sarsaparilla, Ashwagandha, Licorice Root Extract, Olive Fruit Oil, Buriti Oil, Tamanu Seed Oil, Tocopherol, Vanilla Extract, Turmeric",Follain,https://follain.com//collections/skincare-moisturizers/products/rms-beauty-beauty-oil,clean
Brighten Up Vitamin C Serum,Ursa Major,treatments-and-serums,54.0,"Aloe Barbadensis Leaf Juice, Helianthus Annuus Seed Oil, Glycerin, Cocoglucoside, Coconut Alcohol, Populus Tremuloides Bark Extract, Ascorbic Acid, Rosa Canina Seed Extract, Butyrospermum Parkii Nut Butter, Leontopodium Alpinum Meristem Cell Culture, Hydrogenated Lecithin, Glyceryl Caprylate, Sclerotium Gum, Rosa Damascena Flower Oil, Citrus Sinensis Peel Oil, Rosmarinus Officinalis Leaf Extract, Bisabolol, Sodium Anisate, Lactic Acid, Xanthan Gum",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/brighten-up-vitamin-c-serum,clean
The Gua Sha Facial Lifting Tool,Mount Lai,treatments-and-serums,28.0,,Follain,https://follain.com//collections/skincare-treatments-and-serums/products/mount-lai-gua-sha-facial-lifting-tool,clean
Spotless Blemish Oil,Osmia,treatments-and-serums,22.0,"Oenothera Biennis Oil, Essential Oils Of: Lavandula Angustifolia, Melaleuca Leucadendra, Citrus Limon, Petroselinum Sativum, Thymus Zygis, Cupressus Sempervirons, Rosmarinus Officinalis Co2 Extract",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/osmia-spot-treatment,clean
Hyaluronic Sea Serum,OSEA,treatments-and-serums,88.0,"Water, Gigartina Skottsbergii Extract, Macrocystis Pyrifera Extract, Undaria Pinnatifida Extract, Sodium Hyaluronate, Hyaluronic Acid, Potassium Sorbate, Citric Acid, Lonicera Caprifolium Extract, Lonicera Japonica Extract",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/hyaluronic-sea-serum,clean
Blemish Lotion,Indie Lee,treatments-and-serums,26.0,"Water, Isopropyl Alcohol, Colloidal Sulfur, Zinc Oxide, Salicylic Acid, Magnesium, Aluminum Silicate, Camphor, Iron Oxide",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/blemish-lotion,clean
The Rose Quartz Facial Roller,Mount Lai,treatments-and-serums,38.0,,Follain,https://follain.com//collections/skincare-treatments-and-serums/products/mount-lai-rose-quartz-facial-roller,clean
Advanced Plumping Serum,Patyka,treatments-and-serums,110.0,"Rosa Damascena Flower Water, Citrus Aurantium Amara Flower Water, Water, Diglycerin, Glycerin, Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Sodium Levulinate, Benzyl Alcohol, Xanthan Gum, Chondrus Crispus Powder, Sodium Anisate, Citric Acid, Sodium Hydroxide, Hexapeptide-11, Avena Sativa Kernel Extract, Tetrasodium Glutamate Diacetate, Glucose, Alteromonas Ferment Extract, Phenethyl Alcohol, Undaria Pinnatifida Extract, Dehydroacetic Acid, Linalool, Geraniol, Citronellol, Potassium Sorbate, Sodium Benzoate, Limonene, Salicylic Acid",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/advanced-plumping-serum,clean
Hydration Boost Concentrate,Josh Rosebrook,treatments-and-serums,42.0,"Water, Glycerin, Aloe Barbadensis Leaf Juice, Senna Seed Extract, Aesculus Hippocastanum Leaf Extract, Burdock Seed Extract, Horsetail Extract, Cacao Extract, Chamomile Extract, Calendula Extract, Moringa Leaf Extract, Neem Leaf Extract, Arnica Extract, Echinacea Extract, Hibiscus Flower Acid, Phenethyl Alcohol, Ethylhexylglycerin, Leuconostoc, Xanthan Gum",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/josh-rosebrook-hydration-boost-concentrate,clean
The Mini Jade Facial Roller,Mount Lai,treatments-and-serums,20.0,,Follain,https://follain.com//collections/skincare-treatments-and-serums/products/mount-lai-the-jade-facial-roller,clean
Vitamin C15 Wrinkle Repair Serum,Naturopathica,treatments-and-serums,118.0,"Water, Propanediol, Ascorbic Acid, Glycerin, Beta Glucan, Tocopherol, Cymbopogon Martini Oil, Caprylyl, Bisabolol, Allantoin, Sodium Hyaluronate, Anthemis Nobilis Flower Oil, Phenethyl Alcohol, Sodium Hydroxide, Acacia Senegal Gum, Xanthan Gum",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/vitamin-c15-wrinkle-repair-serum,clean
Active Moisture Vitamin C Serum,One Love Organics,treatments-and-serums,75.0,"Simmondsia Chinensis Seed Oil, Butyrospermum Parkii Oil, Camellia Sinensis Seed Oil, Caprylic, Limnanthes Alba Seed Oil, Jojoba Esters, Adansonia Digitata Oil, Ascorbyl Palmitate, Rosa Canina Oil, Malpighia Glabra Fruit Extract, Hippiphae Rhamnoides Berries, Haematococcus Pluvialis Extract, Humulus Lupulus Strobile, Tocopherol, Rose Extract, Rosmarinus Officinalis Leaf Extract, Helianthus Annus Seed Oil",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/one-love-organics-active-moisture-vitamin-c-serum,clean
Back to Life Hydration Serum,Pai,treatments-and-serums,78.0,"Water - Purified Water, Glycerin - Vegetable Glycerin, Lactobacillus Ferment, Cocos Nucifera Fruit Extract - Emollient, Simmondsia Chinensis Seed Oil - Jojoba Oil, Hyaluronic Acid, Kunzea Pomifera Fruit Extract - Muntries Berry Extract, Syzygium Luehmannii Fruit Extract - Riberry Extract, Tasmannia Lanceolata Fruit Extract - Pepperberry Extract, Sodium Levulinate - Naturally Derived Preservative, Lysolecithin, Sclerotium Gum, Sodium Anisate - Naturally derived Preservative, Xanthan Gum - Xanthan Gum, Pullulan - Naturally Derived Film Former, Helianthus Annuus Seed Oil, Jasminum Grandiflorum Flower Extract, Litsea Cubeba Fruit Oil, Pelargonium Graveolens Oil, Lactic Acid - Ph Regulator, Tocopherol - Natural Vitamin E, Silica, Citral, Geraniol, Citronellol, Limonene, Linalool",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/back-to-life-hydration-serum,clean
Rejuvenating Serum,Tata Harper,treatments-and-serums,120.0,"Aloe Barbadensis Leaf Juice, Water, Mangifera Indica Butter, Rosa Damascena Flower Water, Caprylic, Olea Europaea Oil, Galactoarabinan, Glycerin, Cetearyl Alcohol, Carthamus Tinctorius Oleosomes, Oryza Sativa Extract, Cetearyl Olivate, Centella Asiatica, Leuconostoc Ferment Filtrate, Cetearyl Glucoside, Sorbitan Olivate, Rosa Rubiginosa Seed Oil, Salix Alba Bark Extract, Sclerotium Gum, Sodium Hyaluronate, Borago Officinalis Leaf Extract, Medicago Sativa Extract, Pheonix Dactylifera Seed Extract, Arnica Montana Extract, Sodium Phytate, Spiraea Ulmaria Flower Extract, Tilia Europaea Leaf, Calendula Officinalis Flower Extract, Lavandula Stoechas Extract, Propanediol, Narcissus Tazetta Bulb Extract, Sambucus Nigra Fruit Extract, Menyanthes Trifoliata Flower Extract, Aroma, Citral, Citronellol, Eugenol, Geraniol, Limonene, Linalool",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/tata-harper-rejuvenating-serum,clean
The Problem Solver,May Lindstrom,treatments-and-serums,100.0,"Solum Fullonum Clay, Red Moroccan Rhassoul Clay, Theobroma Cacao, Red Alaea Sea Salt, L-Ascorbic Acid, Sodium Bicarbonate, Charcoal Powder, Vanilla Planifolia Bean, Lavandula Angustifolia Flower, Althaea Officinalis Root, Boswellia Serrate Gum Powder, Centella Asiatica, Archangelica Root, Cinnamomum Zealanicum Blum, Myristica Fragans, Syzygium Aromaticum, Curcuma Longa, Capsicum Annuum Pepper, Eugenol",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/may-lindstrom-the-problem-solver,clean
AHA Refining Night Serum,Naturopathica,treatments-and-serums,54.0,"Aloe Barbadensis Leaf Juice, Water, Glycolic Acid, Xanthan Gum, Chondrus Crispus Extract, Vaccinium Myrtillus Fruit, Saccharum Officinarium Extract, Acer Saccharum Extract, Citrus Aurantium Dulcis Fruit Extract, Citrus Medica Limonum Fruit Extract",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/naturopathica-aha-refining-night-serum,clean
Balance Facial Serum,Osmia,treatments-and-serums,50.0,"Olive Squalane, Caprylic, Aleurites Molaccana Oil, Carthamus Tinctorius Oil, Macadamia Integrifolia Oil, Rosa Rubiginosa Seed Oil, Vitus Vinifera Oil, Butyrospermum Parkii Oil, Schisandra Sphenanthera Co2, Euterpe Oleracea Oil, Osmia Balance Blend Essential Oils Of Lavandula Angustifolia, Pelargonium X Asperum, Cananga Odorata, Anthemis Nobilis, Myrtus Communis, Pelargonium Graveolens Var. Roseum, Santalum Spicatum, Saliva Sclarea, Nigella Sativa Seed Oil, Rosmarinus Officinalis Co2, Non-GMO Mixed Tocopherols",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/osmia-facial-calibration-serum,clean
Gentle Daily Peel,Indie Lee,treatments-and-serums,65.0,"Water, Alcohol Denat, Propanediol, Hammamelis Virginiana Water, Salicylic Acid, Glycerin, Sophora Japonica Flower Extract, Jasminum Officinale Flower, Citrus Reticulata Fruit Extract, Arctium Lappa Root Extract, Microcitrus Australasica Fruit Extract, Potassium Hydroxide, Pentylene Glycol, Phenethyl Alcohol",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/indie-lee-gentle-daily-peel,clean
Modern Radiance Concentrate,La Bella Figura,treatments-and-serums,155.0,"Aloe Barbadensis Leaf Juice, Cocos Nucifera Fruit Juice, Opuntia Ficus Seed Oil, Theobroma Grandiflorum Butter, Terminalia Ferdinandiana Cell Extract, Organic Centella Asiatica Extract, Aronia Melanocarpa Extract, Hippophae Rhamnoides Oil CO2, Ferulic Acid, Glycrrhiza Glabra Extract, Cucurbita Pepo Extract, Oenothera Biennis Extract, Olea Europea Leaf Extract, Helichrysum, Malva Sylvestris Extract, Bambusa Vulgaris Extract, Persea Gratissima Fruit Extract, Coffea Arabica Bean Oil, Jasminum Officinale Oil, Leuconostoc Ferment Filtrate Extract, Punica Granatum Seed Oil, Daucus Carota Sativa Seed Oil, Zingiber Officinale Oil, Cymbopogan Martinii Motia Oil, Salix Alba Bark Extract, Xanthan Gum, Caprylic, Ethyl Alcohol",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/la-bella-figura-modern-radiance-concentrate,clean
Quintessential Serum,Tammy Fender,treatments-and-serums,175.0,"Castor Isostearate Succinate, Helianthus Annuus Seed Oil, Persea Gratissima Oil, Octyldodecyl Olivate, Prunus Armeniaca Kernel Oil, Simmondsia Chinensis Seed Oil, Squalene, Solanum Lycopersicum Fruit Extract, Calendula Officinalis Flower Extract, Commiphora Myrrha Extract, Daucus Carota Seed Extract, Chamomilla Recutita Flower Extract, Sambucus Nigra Flower Extract, Rosa Canina Seed Oil, Anthemis Nobilis Flower Oil, Rosa Damascena Oil, Olibanum Oil",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/tammy-fender-quintessential-serum,clean
Radiance Renewal Peel,Indie Lee,treatments-and-serums,70.0,"Water, Propanediol, Glycerin, Spondias Mombin Pulp Extract, Mangifera Indica Pulp Extract, Musa Sapientum Pulp Extract, Terminalia Ferdinandiana Fruit Extract, Microcitrus Australasica Fruit Extract, Biosaccharide gum-1, Pentylene Glycol, Phenethyl Alcohol",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/indie-lee-radiance-renewal-peel,clean
Dual-Action Jade Facial Roller,Province Apothecary,treatments-and-serums,44.0,,Follain,https://follain.com//collections/skincare-treatments-and-serums/products/dual-action-jade-facial-roller,clean
Here We Glow Again Serum,27 Rosiers,treatments-and-serums,65.0,"Water, Glycerin, Betaine, Trehalose, Propanediol, Caesalpinia Spinosa Fruit Pod Extract, Caesalpinia Spinosa fruit extract, Withania Somnifera Root Extract, Aloe Barbadensis Leaf Juice, Calendula Flower Extract, Chamomilla Recutita Flower Extract, Helianthus Annuus Sprout Extract, Terminalia Ferdinandiana Fruit Extract, Fructose, Xanthan Gum, Sodium Hyaluronate, Maltodextrin, Caprylyl Glycol, Pentylene Glycol, Ethylhexylglycerin, Citric Acid, Potassium Sorbate, Sodium Benzoate, Fragrance, Bismuth Oxychloride",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/27-rosiers-here-we-glow-again-serum,clean
Daily Elements Defense Face Oil,La Bella Figura,treatments-and-serums,95.0,"Plukenetia Volubilis Seed Oil, Rosa Rubiginosa Seed Oil, Camellia Oleifera Seed Oil, Psidium Guajava Seed Oil, Simmondsia Chinesis Seed Oil, Eugenia Uniflora Oil, Oenothera Biennis Oil, Punica Granatum Seed Extract, Calendula Officinalis Extract, Jasminum Officinale Flower Oil, Rosa Damascena Flower Oil, Santalum Album Oil, Cymbopogon Martinii Motia Oil",Follain,https://follain.com//collections/skincare-treatments-and-serums/products/la-bella-figura-daily-elements-defense-face-oil,clean
Vitamin C & Revitalizing Organic Sheet Mask,ORGAID,masks-exfoliants,6.0,"Water, Lemon Distillate, Kosher Vegetable Glycerin, Lactobacillus Ferment, Sodium Ascorbyl Phosphate, Hyaluronic Acid, Maltodextrin, Arginine, Carbomer, Orange Peel Extract, Pomegranate Extract, Organic Rosehip Extract, Lavender, Thyme",Follain,https://follain.com//collections/skincare-masks-exfoliants/products/orgaid-vitamin-c-revitalizing-organic-sheet-mask,clean
Anti Aging & Moisturizing Organic Sheet Mask,ORGAID,masks-exfoliants,6.0,"Water, Aloe Barbadensis Leaf Juice, Witch Hazel Distillate, Niacinamide, Kosher Vegetable Glycerin, Lactobacillus Ferment, Hyaluronic Acid, Maltodextrin, Arginine, Carbomer, White Willow Bark Extract, Lavender, Rosemary Extract, Horsetail, Green Tea",Follain,https://follain.com//collections/skincare-masks-exfoliants/products/orgaid-anti-aging-moisturizing-organic-sheet-mask,clean
Greek Yogurt & Nourishing Organic Sheet Mask,ORGAID,masks-exfoliants,6.0,"Water, Aloe Barbadensis Leaf Juice, Kosher Vegetable Glycerin, Lactobacillus Ferment, Greek Yogurt Powder, Lavender, Vanilla Fruit Distillate, Hyaluronic Acid, Maltodextrin, Beta Glucan, Panthenol, Hydrolyzed Vegetable Protein, Allantoin, Arginine, Carbomer, Chamomile Extract, Thyme, White Willow Bark Extract, Organic Rosehip Extract, Green Tea",Follain,https://follain.com//collections/skincare-masks-exfoliants/products/orgaid-greek-yogurt-nourishing-organic-sheet-mask,clean
Resurfacing Mask,Tata Harper,masks-exfoliants,65.0,"Aloe Barbadensis Leaf Juice, Salix Alba Bark Extract, Sclerotium Gum, Water, Lactobacillus Ferment, Maltooligosyl Glucoside, Lactobacillus, Leuconostoc Ferment Filtrate, Hydrogenated Starch Hydrolysate, Hydrolyzed Corn Starch, Beta Vulgaris, Kaolin, Sodium Phytate, Aroma, Benzyl Alcohol, Citral, Citronellol, Eugenol, Geraniol, Limonene, Linalool",Follain,https://follain.com//collections/skincare-masks-exfoliants/products/tata-harper-resurfacing-mask,clean
Sweet Cherry Brightening Enzyme Peel,Naturopathica,masks-exfoliants,58.0,"Prunus Avium Seed Oil, Glycerin, Water, Lactic Acid, Salicylic Acid, Tartaric Acid, Wine Extract, Mandelic Acid, Bromelain, Malic Acid, Organic Punica Granatum Extract, Prunus Serotina Bark Extract, Vitis Vinifera Seed Extract, Lycopene, Sodium Metabisulfite, Xanthan Gum, Lonicera Caprifolium Flower Extract, Hamamelis Virginiana Water, Alcohol, Lonicera Japonica Flower Extract, Potassium Sorbate",Follain,https://follain.com//collections/skincare-masks-exfoliants/products/sweet-cherry-brightening-enzyme-peel,clean
